name,algoritmo,modelo,modalidad,n,k,target_cardinality,cardinality_pred,Execution_Time,ARI,AMI,NMI,Silhouette_mean,Error_Card_Pct
usps,K-MeansPSO,InternVL2,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,314.9536191000079,0.0005653476281869,0.0026117896789656,0.0045315706334613,-0.0401154187743743,0.0
cifar100,K-MeansPSO,InternVL2,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,434.6799564000103,-8.024499095754455e-05,-0.0002799637132507,0.0057942206632398,-0.0269847087209581,0.0
cifar10,K-MeansPSO,InternVL2,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,403.2741347000119,0.0002781603603603,0.00052737904224,0.0022889191239099,-0.0146639616011394,0.0
fashionmnist,K-MeansPSO,InternVL2,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,426.0661691999994,0.0001380342342342,0.0002996798480076,0.0020616212425788,-0.0216306051926118,0.0
mnist,K-MeansPSO,InternVL2,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,372.675101300003,0.0001952141630126,0.0003603037467864,0.0021234934975982,-0.0264102682071223,0.0
orl,SCK,InternVL2,imagen,400,40,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10,0.4773991999973077,0.4009316239316239,0.5364070672044902,0.7277349646253819,0.1036593390509041,0.0
semeion,SCK,InternVL2,imagen,1593,10,161 162 159 159 161 159 161 158 155 158,161 162 159 159 161 159 161 158 155 158,0.7689624000049662,0.1726331755881078,0.2671026395238735,0.2753035817039153,0.0832110907193852,0.0
retinamnist,SCK,InternVL2,imagen,1600,5,714 186 326 282 92,714 186 326 282 92,0.3632171000062953,0.0610038057368303,0.0496831926968808,0.0531010194884466,0.0327535036610837,0.0
digits,SCK,InternVL2,imagen,1797,10,178 182 177 183 181 182 181 179 174 180,178 182 177 183 181 182 181 179 174 180,1.098145600000862,0.2324989778241111,0.3382160227300259,0.3447702660066793,0.0950264541499299,0.0
dermamnist,SCK,InternVL2,imagen,2005,7,66 103 220 23 223 1341 29,66 103 220 23 223 1341 29,0.6506553000072017,-0.1178108320217968,0.0592422402038384,0.0671310932844312,-0.118205067036675,0.0
lfw,SCK,InternVL2,imagen,2370,34,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,39 35 36 77 42 236 31 121 530 109 44 30 39 71 52 55 42 53 31 60 32 41 41 48 33 37 30 32 52 33 33 144 32 49,6.650207300001057,0.0803184907122653,0.3437086933125081,0.3969013754913268,-0.0255675814500782,0.0
bloodmnist,SCK,InternVL2,imagen,3421,8,244 624 311 579 243 284 666 470,244 624 311 579 243 284 666 470,1.7410118999978297,0.1063644026329959,0.1934203589719188,0.1963203048301486,0.0165079014453724,0.0
stl10,SCK,InternVL2,imagen,5000,10,500 500 500 500 500 500 500 500 500 500,500 500 500 500 500 500 500 500 500 500,3.878633000000264,0.4118148326875974,0.521979818647286,0.5236682894265384,0.085058619170006,0.0
pathmnist,SCK,InternVL2,imagen,7180,9,1338 847 339 634 1035 592 741 421 1233,1338 847 339 634 1035 592 741 421 1233,6.741489599997294,0.2503681434297222,0.337266036329308,0.3386695072746759,0.0199958765673247,0.0
oxfordpet,SCK,InternVL2,imagen,7349,37,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,198 200 200 200 200 200 200 184 199 200 200 190 196 200 200 200 200 200 199 200 200 200 196 200 200 200 200 200 200 200 199 200 199 200 189 200 200,39.52591630000097,0.0799883993652441,0.2318576106842019,0.2514349211145569,0.0150284203728804,0.0
organcmnist,SCK,InternVL2,imagen,8216,11,828 431 421 421 727 735 1835 549 557 750 962,828 431 421 421 727 735 1835 549 557 750 962,8.359328000005917,0.0798611846803696,0.1833762280140534,0.1855569635002076,0.0681472288001111,0.0
organsmnist,SCK,InternVL2,imagen,8827,11,811 439 445 510 704 693 2078 397 439 1343 968,811 439 445 510 704 693 2078 397 439 1343 968,10.666683300005388,0.0657973004681012,0.1410008909208078,0.143179783939182,0.0346910542693296,0.0
usps,SCK,InternVL2,imagen,9298,10,1553 1269 929 824 852 716 834 792 708 821,1553 1269 929 824 852 716 834 792 708 821,9.511893900009454,0.3275562545063737,0.4775471182372564,0.4785527398013078,0.1190098703005003,0.0
cifar100,SCK,InternVL2,imagen,9998,20,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,499 500 500 500 500 500 500 500 500 500 500 500 500 500 499 500 500 500 500 500,30.555873600009363,0.1463891826219833,0.3071937960907991,0.3114008508878373,0.0170514296556562,0.0
cifar10,SCK,InternVL2,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,10.59716639999533,0.2949558412412412,0.4076106766187743,0.4086547447755283,0.085441420345222,0.0
fashionmnist,SCK,InternVL2,imagen,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,12.940298000001349,0.225006436036036,0.3681651162409129,0.3692787059975511,0.1103588371180648,0.0
mnist,SCK,InternVL2,imagen,10000,10,980 1135 1032 1010 982 892 958 1028 974 1009,980 1135 1032 1010 982 892 958 1028 974 1009,10.662009000006949,0.3140409977583921,0.4273036702027306,0.428313806457634,0.0719860633779659,0.0
scotus,K-MeansACO,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,107.57084759999998,-0.0019462204949878,0.0019680419754707,0.0264000562508055,-0.0508326166383451,0.0
emotion,K-MeansACO,CLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,117.77223140000024,0.0020287934744255,0.0016699401087843,0.0057439813562831,-0.0150874516743587,0.0
bbc_news,K-MeansACO,CLIP,texto,2110,5,339 503 502 366 400,339 503 502 366 400,83.21558060000007,0.6626825352485416,0.6694995867766509,0.6702869522331139,0.0417573466576227,0.0
goemotions,K-MeansACO,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,273.44935779999923,-0.0059015787089213,0.001729237565095,0.0309209661054346,-0.0211997403022261,0.0
patent,K-MeansACO,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,752 648 394 44 156 357 1106 1032 497,271.16684050000003,0.040566515375984,0.0706499794253204,0.0737193650165663,0.0015551204734172,0.0
tweeteval_emoji,K-MeansACO,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,290.5720997000008,0.0021010592960588,0.0003349777181772,0.0140318406980962,-0.0262820674259165,0.0
trec,K-MeansACO,CLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,362.2134661,0.0006683449710983,0.0009812688024541,0.0022822406296829,-0.0043983389327233,0.0
20ng,K-MeansACO,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,595.620401799999,0.1470600821488135,0.2863122178131223,0.2923156599554879,-0.0321459767312592,0.0
ag_news,K-MeansACO,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,569.6854535999992,0.5435326265172368,0.5189291826276554,0.5191347673481165,0.0327339474235578,0.0
reuters_r10,K-MeansACO,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 2279 363 306 294 256 144 142 122 111,654.7972443999988,0.0668263657754259,0.0261277688827017,0.0296673035849368,-0.0348763203425942,0.0
sst5,K-MeansACO,CLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,719.2968435999992,0.0014716514114575,0.002074838097729,0.002674149516743,-0.020420693478262,0.0
meld_e,K-MeansACO,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 1485 1239 994 830 784,907.1318431,0.0015426377709811,0.0011775245860014,0.0021600120354219,-0.0159137863496839,0.0
liar,K-MeansACO,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,948.2783247999996,0.0001053983894729,-0.0002223064754266,0.0004974117304503,-0.0094063581869282,0.0
dbpedia14,K-MeansACO,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,1078.7629995999996,0.4154226920646875,0.5871176743906267,0.5884455277563538,0.0420167936616769,0.0
yahoo,K-MeansACO,CLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,878.9821463999997,0.0915560964964965,0.1367861563285576,0.1383075444614536,-0.0298427912542552,0.0
scotus,K-MeansBA,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,62.35284289999981,0.0029040943984504,-0.0014275600306457,0.0230875792348456,-0.039522406045656,0.0
emotion,K-MeansBA,CLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,82.62465090000023,-0.0037915627863114,0.0018853885940521,0.0059585506273001,-0.0075259008704737,0.0
bbc_news,K-MeansBA,CLIP,texto,2110,5,339 503 502 366 400,339 503 502 366 400,42.04506860000038,0.4185121526332254,0.4695853857270701,0.4708490154478577,0.0390364273399246,0.0
goemotions,K-MeansBA,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,190.18452309999967,0.0097430314590091,4.573601259700715e-05,0.0292866940026681,-0.0275289641666355,0.0
patent,K-MeansBA,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,752 648 394 44 156 357 1106 1032 497,168.2107517000004,-0.0001130362053011,-0.0012385689377695,0.0020682446081072,-0.0071727025254222,0.0
tweeteval_emoji,K-MeansBA,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,195.8978294999997,-0.0022423506595245,0.001131548370617,0.0148174971754502,-0.0175552668052472,0.0
trec,K-MeansBA,CLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,218.07718179999927,0.0347747980429066,0.0453578025078219,0.0466009850080462,-0.0026327880581998,0.0
20ng,K-MeansBA,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,423.3352435999996,0.0001641053921736,0.0006035129973487,0.0090102969395079,-0.0147302443233503,0.0
ag_news,K-MeansBA,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,328.92027980000057,0.3126959730956226,0.3116277687055331,0.3119219433002775,0.033797209481934,0.0
reuters_r10,K-MeansBA,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 2279 363 306 294 256 144 142 122 111,454.1704406000008,0.0016115247415238,-0.0004727954483154,0.0031634188978608,-0.0081215017386306,0.0
sst5,K-MeansBA,CLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,457.5127028000006,-0.000208524198345,0.0003549978717413,0.000955342153665,-0.0030845829134801,0.0
meld_e,K-MeansBA,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 1485 1239 994 830 784,603.4080534999994,0.0011112693572215,-5.6497865874943e-05,0.0009272034244444,-0.0038078346434578,0.0
liar,K-MeansBA,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,590.8370075000003,-3.90190006052385e-05,-0.0001381707989916,0.0005814868663658,-0.0025675573364386,0.0
dbpedia14,K-MeansBA,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,719.7438608000011,0.4203936117032696,0.601716274994585,0.6029971784190225,0.046397174982091,0.0
yahoo,K-MeansBA,CLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,593.4372735999987,8.287347347347347e-05,0.0001569982628651,0.0019191911293884,-0.0059671481467427,0.0
20ng,CSCLP,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,50.966219300000375,0.1880973778516458,0.3200813601458927,0.325800740970057,-0.0109608196177031,0.0
ag_news,CSCLP,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,18.792424700000996,0.5149955986457372,0.4803766237716467,0.4805986838565432,0.0222018295733692,0.0
bbc_news,CSCLP,CLIP,texto,2110,5,339 503 502 366 400,339 503 502 366 400,1.8469256999997012,0.3488835776411009,0.3900615434784391,0.3915146262947344,0.0232563105111427,0.0
dbpedia14,CSCLP,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,82.29993339999965,0.2877963557127113,0.4007261807108634,0.4026534798674955,0.0452239030936362,0.0
emotion,CSCLP,CLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,1.411809399998674,0.0005166953227322,0.0033918636405995,0.0074588779660657,-0.0563015393395054,0.0
goemotions,CSCLP,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,29.378102100001342,0.018799083270973,0.0248051048204827,0.0533220420335585,-0.2206330186751464,0.0
liar,CSCLP,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,35.231710300000486,0.0058118726928394,0.0113882375348959,0.0120996012781197,-0.0003430287679824,0.0
meld_e,CSCLP,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 1485 1239 994 830 784,49.04420570000002,0.0118236773752702,0.0373803542938009,0.0383272309848566,-0.0437363436665819,0.0
patent,CSCLP,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,752 648 394 44 156 357 1106 1032 497,11.725134800000887,0.0706679744522515,0.112393396645582,0.115324915297022,0.0056645565081237,0.0
reuters_r10,CSCLP,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 2279 363 306 294 256 144 142 122 111,43.077200300000186,0.2375837466639946,0.281524321776436,0.2841356187356547,-0.0245318030959403,0.0
scotus,CSCLP,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,1.863766599999508,-0.0033785791119562,0.0118637213317217,0.0360534874732646,-0.0663469409121643,0.0
sst5,CSCLP,CLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,30.57361689999925,0.0092823386106447,0.0100312938446508,0.0106258269546633,-0.0584835598640989,0.0
trec,CSCLP,CLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,11.98137189999943,0.0668483920151763,0.0821518507316372,0.083347118194181,-0.079356876400986,0.0
tweeteval_emoji,CSCLP,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,25.40057460000025,0.0192451447674713,0.0435832846138581,0.056687582964166,-0.0575735448802765,0.0
yahoo,CSCLP,CLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,68.97485600000073,0.0725363103103103,0.1158202708532615,0.1173786107213406,0.0057724197378266,0.0
scotus,HCAKC,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,222 372 200 88 51 83 24 260 37 28 3 17 15,14.224290099999962,0.0144539067384503,0.007164672996591,0.0314694727451054,-0.0612339033738946,0.0
emotion,HCAKC,CLIP,texto,2000,6,581 695 159 275 224 66,695 581 275 224 159 66,21.32520579999982,-0.0010904179731429,-0.0007560405676959,0.0033279007576815,-0.026446978940544,0.0
bbc_news,HCAKC,CLIP,texto,2110,5,339 503 502 366 400,503 502 339 400 366,21.27578030000041,0.0603163228300456,0.0625460870569677,0.0647794241377855,-0.0146193863557453,0.0
goemotions,HCAKC,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,1580 346 175 2 185 12 7 7 56 55 193 44 23 194 234 65 97 92 89 88 87 85 76 107 156 257 129 102,102.92021430000024,0.0032643993517932,-4.458258560794529e-05,0.0291990165275935,-0.0837524933525954,0.0
patent,HCAKC,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,1106 1032 752 648 394 497 156 44 357,57.75347000000056,0.0863546503088979,0.1152455884822093,0.118167687134367,-0.0060507459414148,0.0
tweeteval_emoji,HCAKC,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 176 242 503 520 171 204 238 143 130 137 129 148 308 129 129 199 153 121 159,119.48063659999934,-0.0019906463273743,-0.0002139408155604,0.0134904431456634,-0.0541082144574803,0.0
trec,HCAKC,CLIP,texto,5871,6,93 1339 1286 1280 904 969,1286 1339 904 93 1280 969,129.0007211000002,2.8039934544216143e-05,-9.28387061127568e-05,0.0012095318772799,-0.0050349133660872,0.0
20ng,HCAKC,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,380 389 372 384 303 381 244 378 380 370 382 381 369 310 380 380 353 378 372 368,330.30673019999995,0.0050584909416327,0.0137045405420077,0.0220011204666217,-0.0618213355521831,0.0
ag_news,HCAKC,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,204.8267022,0.0976443141090441,0.0998146878686513,0.1001993803901567,0.0011211535366113,0.0
reuters_r10,HCAKC,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 256 2279 144 111 306 142 363 294 122,253.71431370000028,0.0133394149637423,0.0383250049593857,0.0418202088562181,-0.0907358793933021,0.0
sst5,HCAKC,CLIP,texto,8503,5,1089 2207 1607 2315 1285,2315 2207 1285 1607 1089,283.2198894000012,-0.0005697856143014,-5.437038659268986e-05,0.0005462197445,-0.0244423165981991,0.0
meld_e,HCAKC,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 994 1485 1239 830 784,347.5255823000007,0.0052789923959456,0.0045159814009214,0.0054951849915965,-0.0018341655040582,0.0
liar,HCAKC,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,2874 1614 1490 1125 1318 1569,376.6890604,0.0010121806075421,0.001959731467013,0.0026778795695011,-0.0181491701114094,0.0
dbpedia14,HCAKC,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 714 714 714 714 714 714 714 714 714 713 714 713 714,511.6945190000006,0.6603816554805715,0.7709033530759293,0.7716401411020235,0.038725660981295,0.0
yahoo,HCAKC,CLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,363.8309680000002,0.0144213349349349,0.0257464660521831,0.0274635582603849,-0.0187567782219888,0.0
scotus,K-MedoidsSC,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,2.5051290000001245,0.0065494091855501,0.0027336095123138,0.0271468825471116,-0.0730354123160093,0.0
emotion,K-MedoidsSC,CLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,2.752889800000048,0.0032368431647371,0.0086926554876302,0.0127380380447095,-0.0740930880183953,0.0
bbc_news,K-MedoidsSC,CLIP,texto,2110,5,339 503 502 366 400,339 503 502 366 400,4.321260699999584,0.0443320142796129,0.0655143138028887,0.0677405795485033,-0.0869368136724064,0.0
goemotions,K-MedoidsSC,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,42.39401099999941,0.0380369564211126,0.0094540808565138,0.038419917247283,-0.2016920616528863,0.0
patent,K-MedoidsSC,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,752 648 394 44 156 357 1106 1032 497,22.29960039999969,0.018231759297529,0.0358026759003603,0.038987152478818,-0.0994356721187767,0.0
tweeteval_emoji,K-MedoidsSC,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,44.68965380000009,0.0039556168153413,0.0036371138730309,0.0172887327907431,-0.0952913155296357,0.0
trec,K-MedoidsSC,CLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,24.44798119999996,0.0027595462151976,0.006288106787351,0.0075821677864898,-0.1795314340729431,0.0
20ng,K-MedoidsSC,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,98.97029190000012,0.0130795578851572,0.0404059460527881,0.0484779174761712,-0.1358752599609752,0.0
ag_news,K-MedoidsSC,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,43.41617919999953,0.0466622294282309,0.0516363078897772,0.0520415893524999,-0.0603014726743378,0.0
reuters_r10,K-MedoidsSC,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 2279 363 306 294 256 144 142 122 111,101.87929809999878,0.1650429410719503,0.0703009389348705,0.0736799264284354,0.0235662757295314,0.0
sst5,K-MedoidsSC,CLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,69.73070980000011,0.0016328647262565,0.0026619244654351,0.0032608833053405,-0.1713514441379781,0.0
meld_e,K-MedoidsSC,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 1485 1239 994 830 784,120.36067790000016,0.0085222951418153,0.0091655883343827,0.0101402183591146,-0.0875780369731807,0.0
liar,K-MedoidsSC,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,89.11918049999986,0.0060776536877907,0.0156446915076156,0.0163529924842956,-0.1213765764096215,0.0
dbpedia14,K-MedoidsSC,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,220.5484764000012,0.0424679892441426,0.0895860017274198,0.092513945639834,-0.0586605745611555,0.0
yahoo,K-MedoidsSC,CLIP,texto,10000,10,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,1000 1000 1000 1000 1000 1000 1000 1000 1000 1000,172.6887353000002,0.0379147033033033,0.0653666967437765,0.0670139595009811,-0.1343981724268602,0.0
scotus,MILP-KM,CLIP,texto,1400,13,372 222 88 51 28 17 24 260 200 83 15 37 3,372 222 88 51 28 17 24 260 200 83 15 37 3,8.723684699999467,0.0101265164194608,0.0221023998132912,0.0460415211364884,-0.0291563307247845,0.0
emotion,MILP-KM,CLIP,texto,2000,6,581 695 159 275 224 66,581 695 159 275 224 66,7.526275000000169,0.0148042582892708,0.0120593053726239,0.0160909491162103,-0.053881153395104,0.0
bbc_news,MILP-KM,CLIP,texto,2110,5,339 503 502 366 400,339 503 502 366 400,5.271909600000072,0.5807112270057033,0.6074989894589768,0.608434061625189,0.0572091979455804,0.0
goemotions,MILP-KM,CLIP,texto,4543,28,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,346 185 129 193 234 85 97 175 56 88 194 76 23 55 65 257 2 92 156 12 107 7 89 7 44 102 87 1580,90.1466676,0.0020076538696232,0.0391133436469562,0.0672118751133847,-0.1398984189483589,0.0
patent,MILP-KM,CLIP,texto,4986,9,752 648 394 44 156 357 1106 1032 497,752 648 394 44 156 357 1106 1032 497,24.9430069,0.096611370524677,0.1705114924096,0.1732510630954947,0.037507409007008,0.0
tweeteval_emoji,MILP-KM,CLIP,texto,4995,20,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,1056 520 503 308 242 238 204 199 176 171 159 143 129 153 129 148 137 121 129 130,76.7615422000008,0.0110748221458767,0.0514088352509766,0.0644059121896816,-0.0388919567693604,0.0
trec,MILP-KM,CLIP,texto,5871,6,93 1339 1286 1280 904 969,93 1339 1286 1280 904 969,24.24207480000041,0.083142259075782,0.103363224746203,0.1045308697036345,-0.0085743711205356,0.0
20ng,MILP-KM,CLIP,texto,7254,20,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,310 381 378 382 369 380 372 370 384 380 389 378 380 380 372 381 353 368 303 244,190.0763010000001,0.1701523577550345,0.3389231475414051,0.3444840338763671,0.0106530148556345,0.0
ag_news,MILP-KM,CLIP,texto,7600,4,1900 1900 1900 1900,1900 1900 1900 1900,21.273911899999803,0.640732033917837,0.6101836207916753,0.6103502080974454,0.0421649660098103,0.0
reuters_r10,MILP-KM,CLIP,texto,7921,10,3904 2279 363 306 294 256 144 142 122 111,3904 2279 363 306 294 256 144 142 122 111,90.50940570000056,0.3083298934092071,0.3336026622723511,0.3360246807127557,0.0093538936765226,0.0
sst5,MILP-KM,CLIP,texto,8503,5,1089 2207 1607 2315 1285,1089 2207 1607 2315 1285,38.448409300001,0.0065066304142426,0.0099225819564103,0.0105171803541603,-0.0018551851429832,0.0
meld_e,MILP-KM,CLIP,texto,9957,7,2949 1676 1485 1239 994 830 784,2949 1676 1485 1239 994 830 784,100.19850540000152,0.0140225196463076,0.0370577844264609,0.0380049784119848,-0.051092672263185,0.0
liar,MILP-KM,CLIP,texto,9990,6,1318 2874 1569 1614 1490 1125,1318 2874 1569 1614 1490 1125,75.10655609999958,0.0233050584079027,0.0239170462552311,0.0246193947908599,-0.0108194581890717,0.0
dbpedia14,MILP-KM,CLIP,texto,9994,14,714 713 713 714 714 714 714 714 714 714 714 714 714 714,714 713 713 714 714 714 714 714 714 714 714 714 714 714,204.1746514999996,0.4762895534870001,0.6475457975535008,0.6486793105908839,0.0742798805362962,0.0
